slug,post_id,name,category
yirandali,4655,Yirandali,Territories
palouse,4654,Palouse,Territories
wurundjeri,4653,Wurundjeri,Territories
nentego-nanticoke,4652,Nentego (Nanticoke),Territories
popoluca-puebla,4651,Ngi-iva (Popoloca),Territories
nahaganset,4650,Nahaganset,Territories
cherokee-oklahoma,4649,Cherokee (Oklahoma),Territories
marramaninjsji,4648,Marramaninjsji,Territories
djirbalngan,4647,Djirbalngan,Territories
southern-pomo,4645,Southern Pomo,Territories
tjerratj,4644,Tjerratj,Territories
umida,4643,Umida,Territories
yuhaviatam-serrano,4642,Yuhaaviatam/Maarenga'yam (Serrano),Territories
gwasala-nakwaxdaxw,4641,Gwa'Sala-'Nakwaxda'xw,Territories
tepehuan-2,4640,Tepehuán,Territories
giraiwurung,4639,Giraiwurung,Territories
duwamish,4638,Duwamish,Territories
tharawal,4637,Tharawal,Territories
tetlit-gwichin,4636,Tetlit Gwich'in,Territories
nisenan,4635,Nisenan,Territories
bularnu,4633,Bularnu,Territories
kuring-gai,4632,Guringai,Territories
kurtjar,4631,Kurtjar,Territories
yangman,4630,Yangman,Territories
bilinara,4629,Bilinara,Territories
minang,4627,Minang,Territories
semiahmoo,4626,Semiahmoo,Territories
wuli-wuli,4625,Wuli-wuli,Territories
wergaia,4624,Wergaia,Territories
peramangk,4623,Peramangk,Territories
wappo,4621,Onasatis (Wappo),Territories
yawarawarka,4620,Yawarawarka,Territories
klallam,4619,S'Klallam,Territories
shasta,4617,Shasta,Territories
kiowa,4616,Gáuigú (Kiowa),Territories
iwaidja,4614,Iwaidja,Territories
tahues,4613,Tahues,Territories
jardwadjali,4612,Jardwadjali,Territories
eastern-pomo,4611,Eastern Pomo,Territories
doolboong-miriwoong,4610,Doolboong/Miriwoong,Territories
nyaki-nyaki,4609,Nyaki-nyaki,Territories
ngarigo,4608,Ngarigo,Territories
gunggari,4607,Gunggari,Territories
bigambul,4606,Bigambul,Territories
wadjigu,4605,Wadjigu,Territories
darumbal,4604,Darumbal,Territories
yidinjdji,4603,Yidinjdji,Territories
janos,4602,Janos,Territories
boonwurrung,4601,Boon Wurrung,Territories
stolo-treaty-association,4600,S’ólh Téméxw (Stó:lō),Territories
nari-nari,4599,Nari Nari,Territories
ngalea,4598,Ngalea,Territories
timucua,4597,Timucua,Territories
nyanganyatjara,4596,Nyanganyatjara,Territories
ngangikurunggurr,4594,Ngan'gikurunggurr,Territories
lassik,4593,Lassik,Territories
kaw-kansa,4592,Washtáge Moⁿzháⁿ (Kaw / Kansa),Territories
miskito,4590,Miskito,Territories
nauset,4589,Nauset,Territories
yagalingu,4588,Yagalingu,Territories
baiyungu,4587,Baiyungu,Territories
mixe,4585,Ayuukjä'äy (Mixe),Territories
uspantec,4584,Uspanteko,Territories
ngangiwumirri,4583,Ngan'giwumirri,Territories
ditidaht,4582,ditidaqiic̓aq disib̓aʔk (Ditidaht),Territories
mutsun,4581,Popeloutchom (Amah Mutsun),Territories
yuin,4580,Yuin,Territories
eastern-shawnee-oklahoma,4579,Eastern Shawnee (Oklahoma),Territories
warluwarra,4578,Warluwarra,Territories
ixil,4576,Ixil,Territories
sacapultec,4575,Sakapulteko,Territories
gooniyandi,4574,Gooniyandi,Territories
wiilman,4573,Wiilman,Territories
agwarmin,4572,Agwarmin,Territories
white-river,4571,White River-Kluane,Territories
barunggam,4570,Barunggam,Territories
ngombur,4569,Ngombur,Territories
ngoorabul,4568,Ngoorabul,Territories
moneton,4567,Moneton,Territories
cahita,4566,Cahita,Territories
yurok,4565,Yurok,Territories
manissean,4564,Manissean,Territories
alyawarre,4563,Alyawarre,Territories
guaycura,4562,Guaycura,Territories
wampanoag,4561,Wôpanâak (Wampanoag),Territories
kashaya,4560,Kashaya,Territories
mixtec,4559,Ñuu Savi (Mixtecapan),Territories
sekani,4557,Tse’khene,Territories
bardi,4556,Bardi,Territories
nahuatl-2,4555,Nahua,Territories
yiiji,4554,Yiiji,Territories
ngarrindjeri,4553,Ngarrindjeri,Territories
kwanlin-dun,4552,Kwanlin Dün,Territories
nissaquogue,4551,Nissaquogue,Territories
huave,4550,Ikoots/Kunajts/Ikoojts (Huave),Territories
onondaga,4548,Onundagaonoga (Onondaga),Territories
kaantju,4547,Kaantju,Territories
natchez,4546,Natchez,Territories
gungurugoni,4545,Gungurugoni,Territories
jaitmatang,4544,Jaitmatang,Territories
yorta-yorta,4543,Yorta Yorta,Territories
beothuk,4542,Beothuk,Territories
wajuk,4541,Whadjuk,Territories
atsugewi,4540,Atsugewi,Territories
shinnecock,4539,Shinnecock,Territories
podunks,4538,Podunks,Territories
mechoopda-maidu,4537,Mechoopda,Territories
jumanos,4536,Jumanos,Territories
mbabaram,4535,Mbabaram,Territories
achires,4534,Achires,Territories
na-cho-nyak-dun,4533,Na-cho Nyak Dun,Territories
oto,4532,Jiwere,Territories
eora,4531,Eora,Territories
kluane,4530,Kluane,Territories
cora,4529,Náayerite (Cora),Territories
tzotzil,4528,Batsil Winik' Otik (Tzotzil),Territories
nganyaywana,4527,Nganyaywana,Territories
mardu,4526,Mardu,Territories
tecuexe,4525,Tecuexe,Territories
apsaalooke-crow,4524,Apsaalooké (Crow),Territories
karenggapa,4523,Karenggapa,Territories
gungabula,4522,Gungabula,Territories
mayo,4521,Yoreme (Mayo),Territories
chumash,4520,Chumash,Territories
calusa,4519,Calusa,Territories
nimanburu,4518,Nimanburu,Territories
denaina,4517,Dena'ina Ełnena,Territories
gumbaynggirr,4516,Gumbaynggirr,Territories
kawaiisu,4515,Kawaiisu,Territories
washoe,4514,Wašišiw Ɂítdeʔ (Washoe),Territories
nisg%cc%b1aa,4513,Nisg̱a'a,Territories
kuuku-yani,4512,Kuuku-yani,Territories
miami-oklahoma,4511,Miami (Oklahoma),Territories
mbeiwum,4510,Mbeiwum,Territories
tonkawa-oklahoma,4509,Tonkawa (Oklahoma),Territories
avanersuaq,4508,Avanersuarmiut,Territories
okwanuchu,4507,Okwanuchu,Territories
gadubanud,4506,Gadubanud,Territories
wargamaygan,4505,Wargamaygan,Territories
bindjali,4504,Bindjali,Territories
cherokee,4503,"ᏣᎳᎫᏪᏘᏱ Tsalaguwetiyi (Cherokee, East)",Territories
ahtna,4502,Ahtna Nenn’,Territories
kwikwetlem,4501,kʷikʷəƛ̓əm,Territories
tobosos,4500,Tobosos,Territories
cupeno,4499,Cupeño,Territories
kuwarra,4498,Kuwarra,Territories
unkechaug,4497,Unkechaug,Territories
nukunu,4496,Nukunu,Territories
quinault,4495,Quinault,Territories
lumbee,4494,Lumbee,Territories
nuu-chah-nulth-tribal-council,4493,nuučaan̓uuɫɁatḥ nism̓a (Nuu-chah-nulth),Territories
wiradjuri,4492,Wiradjuri,Territories
selkirk,4491,Selkirk,Territories
mazahua,4490,jñatjo/ jñatrjo (Mazahua),Territories
kuwema,4489,Kuwema,Territories
conchos,4488,Yoli (Concho),Territories
nahuatl,4487,Nahua (Mexico),Territories
ventureno,4486,Micqanaqa’n,Territories
purisemeno,4485,'Amuwu,Territories
meriam-mir,4484,Meriam Mir,Territories
bayali,4483,Bayali,Territories
ngamini,4482,Ngamini,Territories
ngatjumay,4481,Ngatjumay,Territories
puget-sound-salish,4480,Coast Salish,Territories
danggali,4479,Danggali,Territories
nguburinji,4478,Nguburinji,Territories
ponca-oklahoma,4477,Ponca (Oklahoma),Territories
yir-yoront,4476,Yir Yoront,Territories
mandjindja,4475,Mandjindja,Territories
hesquiaht,4473,Hesquiaht,Territories
seminole,4472,Seminole,Territories
mohawk,4470,Kanienʼkehá꞉ka (Mohawk),Territories
spokane,4469,Spokane,Territories
mayi-thakurti,4468,Mayi-Thakurti,Territories
southern-sierra-miwok,4467,Me-Wuk (Southern Sierra Miwok),Territories
cayuga,4466,Odǫhwęja:deˀ (Cayuga),Territories
guaymi,4465,Buglé and Ngäbé,Territories
tjupany,4464,Tjupany,Territories
komoks,4463,K'ómoks,Territories
djadjawurung,4462,Dja Dja Wurrung,Territories
quechua,4461,Quechua,Territories
iowa,4460,Báxoje Máyaⁿ (Ioway),Territories
lucayo,4459,Lucayo,Territories
konomihu,4458,Konomihu,Territories
chemehuevi,4457,Nüwüwü (Chemehuevi),Territories
arabana,4456,Arabana,Territories
eastern-shoshone,4455,Eastern Shoshone,Territories
graton-rancheria,4454,Graton Rancheria,Territories
mexihcah-triple-alliance,4453,Mexihcah (Triple Alliance),Territories
binbinga,4452,Binbinga,Territories
cayuse-umatilla-and-walla-walla,4451,"Cayuse, Umatilla and Walla Walla",Territories
peoria,4450,Peoria,Territories
huichol-wixaritari,4449,Wixárika (Huichol),Territories
southeastern-pomo,4448,Southeastern Pomo,Territories
coyutecos-nahuatl,4447,Coyutecos (Nahua),Territories
yadhaigana,4446,Yadhaigana,Territories
susquehannock,4445,Susquehannock,Territories
tamyen,4444,Tamien Nation,Territories
warriyangga,4443,Warriyangga,Territories
wangan,4442,Wangan,Territories
achumawi,4441,Achumawi,Territories
wunambul,4440,Wunambul,Territories
kullilla,4439,Kullilla,Territories
teppathiggi,4438,Teppathiggi,Territories
huachichil,4437,Huachichil (Guachichil),Territories
walmatjarri,4436,Walmatjarri,Territories
mayi-yapi,4434,Mayi-Yapi,Territories
passamaquoddy,4433,Passamaquoddy,Territories
bandjigali,4432,Bandjigali,Territories
